movie_name,date,regions,types,actors,actor_count,score,vote_count
阿波罗13号,1995-06-30,美国,冒险|剧情|历史,汤姆·汉克斯|比尔·帕克斯顿|凯文·贝肯|艾德·哈里斯|加里·辛尼斯|凯瑟琳·奎南|马里·凯特·舒切尔哈德特|艾米丽·安·劳埃德|米克·休斯|麦克斯·艾略特·斯莱德|琼·斯皮格勒·霍华德|特雷西·雷纳|布莱丝·达拉斯·霍华德|山德·贝克利|布莱特·卡伦|雷·迈克金农|克里斯蒂安·克莱门松|马克·麦克卢尔|杰弗里·布莱克|乔·斯帕诺|安迪·米尔德|克里斯·埃里斯|安德烈·胡勒斯|托德·哈洛韦尔|杰弗里·克卢格|肯特·卡斯帕|Mark Wheeler|大卫·安德鲁|Michele Little|Ben Marley|克林特·霍华德|劳恩·迪恩|Tom Wood|Googy Gress|Patrick Mickler|马克斯·格隆切克|奈德·沃恩|韦恩·杜瓦尔|吉姆·麦司奇门|Joseph Culp|John Short|Ben Bode|托德·路易斯|加布里埃尔·雅雷|克里斯托弗·约翰·菲尔兹|Kenneth White|James Ritz,47,8.1,37812
芭萨提的颜色,2006-01-26,印度,剧情|喜剧|历史,阿米尔·汗|悉塔尔特|沙尔曼·乔希|库纳尔·卡波尔|阿图尔·库尔卡尼|彭雅思|苏哈·阿里·汗|斯蒂文·麦金托什|马达范|瓦希达·拉赫曼|阿努潘·凯尔|凯伦·凯尔|欧姆·普瑞|詹丹·罗伊·萨纳尔,14,8.4,16861
亨利五世,2012-07-21,英国,剧情|历史|战争,汤姆·希德勒斯顿|朱丽·沃特斯|约翰·赫特|理查德·格雷弗斯|梅兰尼·蒂埃里|朗贝尔·维尔森|佩特逊·约瑟夫|杰拉丁·卓别林|爱德华·阿克鲁特|安东·莱瑟|格威利姆·李|汤姆·布鲁克|丹尼尔·纳普勒斯|欧文·蒂尔|杰瑞米·艾恩斯,15,8.7,10873
一九四四,2015-02-08,爱沙尼亚|芬兰,剧情|历史|战争,卡斯帕·威尔伯格|克里斯蒂安·乌克斯库拉|麦肯·施密特|格特·劳塞|亨德里克·图姆佩勒|卡尔·安德烈亚斯·卡梅特|亨里克·卡尔梅特|帕努·欧加|普瑞特·斯川伯格|普瑞特·派厄斯|马特·派厄斯|克瑞斯托·维丁|贾克·普林特斯|马格努斯·马里乌森|迈特·马姆斯登|托努·欧加|瑟珀·西曼|安妮·里曼|拉斯姆斯·爱默尔,19,8.2,24036
斯巴达克斯,1960-10-07,美国,动作|冒险|传记|剧情|历史,柯克·道格拉斯|劳伦斯·奥利弗|简·西蒙斯|查尔斯·劳顿|彼得·乌斯蒂诺夫|约翰·加文|尼娜·弗彻|托尼·柯蒂斯|博伊德·摩根|阿龙·金凯德|Harvey Parry|Jil Jarmyn|代顿·拉米斯|凯里·洛夫廷|戈登·米切尔|查尔斯·麦格劳|Irvin 'Zabo' Koszewski|Stubby Kruger|克利夫·莱昂斯|Paul Lambert|Leonard Penn|Regis Parton|Russell Saunders|罗伯特·J·威尔克|Carleton Young|吉尔·帕金斯|弗莱德里克·沃洛克|哈罗德·J.斯通|Dale Van Sickel|汤姆·斯蒂尔|Bill Blackburn|肯·特雷尔|查克·罗伯森|Charles Schaeffer|Bill Raisch|George Robotham|Eddie Parker|Vic Perrin|杨成纯|肯纳G.肯普|乔安娜·巴恩斯|理查德·法恩斯沃斯|赫伯特·罗姆|亚瑟拜坦德斯|Rudy Bukich|查克·考特尼|迪克·克罗基特|约翰·霍伊特|伍迪·斯特罗德|乔治·肯尼迪|詹姆斯·格里菲斯|约翰·道尔|Buff Brady|彼得·布罗科|Paul E. Burns|查尔斯·霍尔发斯|Harry Harvey Jr.|Hallene Hill|罗伯特·F.霍伊|查克·海沃德|Sol Gorss|Joe Gold|哈罗德·古德温|布莱德·哈里斯|Joe Haworth|维顿·海沃斯|尼克·丹尼斯|Terence de Marney|罗伯特·富勒|罗伊·恩格尔|特·德·科若|Robert Stevenson|Johnny Duncan|Charlotte Fletcher|约翰·爱尔兰,75,8.1,31159
亨利四世：第一部分,2012-07-07,英国|美国,剧情|历史,杰瑞米·艾恩斯|汤姆·希德勒斯顿|西蒙·拉塞尔·比尔|艾伦·阿姆斯特朗|米歇尔·道克瑞|朱丽·沃特斯|哈里·劳埃德|大卫·道森|乔·阿姆斯特朗|玛克辛·皮克|多米尼克·罗恩|托比·塞巴斯蒂安|约翰·赫夫南|马克·坦迪|乔林·科伊,15,8.6,11078
愤怒的葡萄,1940-01-24,美国,剧情|历史,亨利·方达|简·达威尔|约翰·卡拉丁|查利· 格雷普韦恩|多里丝·鲍登|拉塞尔·辛普森|O·Z·怀特黑德|约翰·奎尔伦|埃迪·基扬|泽菲·蒂尔伯里|弗兰克·萨利|弗兰克·达里恩|达里尔·希克曼|雪莉·米尔斯|罗杰·英霍夫|格兰特·米切尔|查尔斯·D·布朗|约翰·阿利奇|沃德·邦德|哈利泰勒|威廉·波利|查尔斯·坦嫩|塞尔默杰克逊|查尔斯·米德尔顿|埃迪·沃勒|保罗·吉尔福伊尔|克利夫·克拉克|乔·索耶|弗兰克·费伦|阿德里安·莫里斯|霍利斯·朱厄尔|罗伯特·霍曼斯|欧文·培根|姬蒂·麦克休|沃利·奥尔布莱特|埃尔维利·阿尔德森|罗伯特·J·安德森|弗兰克·阿特金森|亚瑟·埃尔斯沃斯|特雷弗·巴德特|约翰·宾斯|乔·波尔多|乔治·P·布雷克斯顿|巴斯特·布罗迪|特克斯·库珀|哈利·考丁|吉姆·科里|基诺·科拉多|德尔马·科斯特洛|简·克劳利|约翰·迪尔森|拉尔夫·邓恩|桑顿·爱德华兹|帕特·弗莱厄蒂|詹姆斯·弗莱文|弗朗西斯·福特|Emily Gerdes|William Gillis|Barney Gilmore|William Haade|Ben Hall|Edna Hall|Cliff Herbert|Charles Herzinger|Herbert Heywood|Harry Holden|David Kirkland|雷克斯·利斯|梅·马什|Louis Mason|Scotty Mattraw|沃尔特·麦克格莱尔|Jules Michelson|Walter Miller|Philip Morris|Richard Neill|Frank Newburg,77,8.5,12462
雪路,2015-02-28,韩国,剧情|历史|战争,金香起|金赛纶|张荣男|徐荣柱|金英玉|曹秀香|李珠雨|朴明勋|李胜妍|李学周|朴明申|崔大哲|金南珍|金河燕|崔大成|金熙昌|金善华|郑珍,18,8.2,20862
小小的家,2014-01-25,日本,剧情|传记|历史|爱情|家庭,松隆子|倍赏千惠子|黑木华|片冈孝太郎|吉冈秀隆|妻夫木聪|夏川结衣|吉行和子|林家正藏|桥爪功|室井滋|笹野高史|萤雪次朗|木村文乃|北山雅康,15,8.2,20379
城市广场,2009-10-09,西班牙|马耳他|保加利亚,冒险|剧情|历史|爱情,蕾切尔·薇兹|麦克思·明格拉|奥斯卡·伊萨克|阿什拉弗·格尼姆|鲁珀特·伊文斯|赫玛永·厄沙迪|迈克尔·朗斯代尔|曼努埃尔·考西|约塞夫·斯威德|奥斯瑞·科恩|阿什拉夫·巴姆|艾波·罗丝·雷瓦|乔丹·基兹克,13,8.2,20158
埃及艳后,1963-06-12,英国|美国|瑞士,剧情|传记|历史,伊丽莎白·泰勒|理查德·伯顿|雷克斯·哈里森|帕梅拉·布朗|乔治·科尔|休姆·克罗宁|西萨尔·达诺瓦|肯尼思·黑格|安德鲁·克尔|马丁·兰道|罗迪·麦克道尔|罗伯特·斯蒂芬斯|弗兰西丝卡·安妮丝|格雷瓜尔·阿斯兰|马丁·本森|帕米拉·布朗|约翰·凯尼|杰奎琳·陈|格温·沃特福德|玛琳娜·伯蒂,20,7.9,52492
卡廷惨案,2007-09-21,波兰,剧情|历史|战争,玛雅·奥丝塔泽斯卡|亚特·祖米卓斯基|帕威·马拉欣斯基|安杰伊·赫拉|达努塔·斯腾卡|扬·恩格莱特|马格达莱娜·谢莱卡|瓦迪斯瓦夫·科瓦尔斯基|安东尼·帕利基|Agnieszka Kawiorska|谢尔盖·加尔马什|约阿希姆·保罗·阿斯波克|瓦尔德玛·巴尔温斯基|Jakub Snochowski|威尔斯拉乌·沃尔希奇|Andrzej Kociubinski|Zbigniew Swiderski|Dymitr Holówko|Waldemar Czyszak|Tadeusz Wojtych|Robert Cichon|Maria Maj|Stefan Wójcicki|Piotr Cichon|Rafal Czachur|阿格涅兹卡·格罗乔斯卡|沃德马尔·波克罗姆斯基|Rafal Sadowski|Janusz Lagodzinski|彼得·波拉克|Piotr Sieklucki|Wiktoria Gasiewska|Tomasz Leszczynski|莫迪斯特·鲁辛斯基|Marek Karpowicz|Jacek Romanowski|Leon Charewicz|塞巴斯蒂安·贝策尔|安娜·拉德旺|克里斯蒂娜·扎赫瓦托维奇|安杰依·米拉奇维克|阿格涅斯卡·格林斯卡|马娅·科莫罗夫斯卡|Andrzej Szenajch|斯坦尼拉娃·塞林斯卡|Stanislaw Brudny|Jakub Przebindowski|安杰伊·皮耶钦斯基|Leszek Piskorz|Józef Mika|Jacek Lenartowicz|奥尔基尔德·鲁卡斯瑟维克茨|雅采克·布拉茨亚克|芭芭拉·库尔扎伊|Zbigniew Kozlowski|克日什托夫·克伯格|克日什托夫·格洛比什|亚历克桑德·法比西亚克,58,8.2,18822
阿尔及尔之战,1966-08-31,意大利|阿尔及利亚,剧情|历史|战争,让·马丹|Brahim Hadjadj|Yacef Saadi|Samia Kerbash,4,8.6,10255
另一个故乡,2013-08-29,德国|法国,剧情|历史,扬·迪特尔·施耐德|安东尼娅·比尔|麦斯米兰·沙伊特|玛丽塔·布劳耶|吕迪格·克里泽|费丽娜·莱拜克|梅拉妮·富歇|伊娃·塞德勒|莱因哈德·保卢斯|芭芭拉·菲利普|克里斯托弗·卢泽|赖纳·库恩|安德里亚斯·库尔策|杰罗恩·佩瑟瓦尔|沃纳·赫尔佐格,15,8.5,11499
一袋弹子,2017-01-18,法国|加拿大|捷克,剧情|历史|战争,多里安·勒·克利奇|巴蒂斯特·弗勒里埃尔|帕特里克·布鲁尔|艾尔莎·泽贝斯坦|贝尔纳·康庞|凯文·亚当斯|克里斯蒂昂·克拉维埃|凯撒·东布瓦|伊连·贝加拉|埃米尔·贝宁|乔斯琳·德斯维彻尔|科琳·莱克勒|伊什尼·齐科特|霍尔格·达姆根|皮尔·基维特|约瑟夫·玛勒巴|文森特·内梅斯|罗曼·保罗|卢卡斯·普莱瑟,19,8.3,15132
秦颂,1996-10-31,中国大陆|中国香港,剧情|历史|古装,姜文|葛优|许晴|戈治均|王庆祥|李梦男|张伸|邸国强|舒耀瑄|王宁|谭希和|田璐,12,7.8,45030
革命往事,1971-10-29,意大利,冒险|战争|西部,罗德·斯泰格尔|詹姆斯·柯本|罗慕洛·瓦利|玛丽娅·蒙蒂|里克·巴塔利亚|佛朗哥格拉齐奥西|安托万圣约翰|Vivienne Maya|大卫·沃贝克|朱里奥巴蒂费里|坡尔铎本丹迪|约翰·佛雷德里克|迈克尔哈维|富里奥梅尼科尼|纳扎雷诺·纳塔莱|斯特法诺·奥佩迪萨诺|Memè Perlini|让·鲁热尔|贝尼托·斯特凡内利|德罗热达·铎洛斯|塞尔希奥·卡尔德龙|Simon van Collem|路易斯·莫里斯|阿尔多·桑布雷利|孔拉多·圣马丁,25,9.1,23520
决战之后,1991,中国大陆,剧情|战争,古月|李法曾|叶庆林|葛优|宋戈|张连伏|许守钦|史宪富|赵小锐|孙毓才|丛志军|智一桐|黄凯|邸国强|吴俊全|马惠田,16,9.1,11713
地道战,1965,中国大陆,战争,朱龙广|张勇手|刘秀杰|刘江|王炳彧|王孝忠|谢万和|袁根娣|张亨利|朱启|李三义|于业华|高学智|韩国栋|田清泉|滑进法|胡自和,17,8.3,71112
无主之地,2001-05-12,波黑|斯洛文尼亚|意大利|法国|英国|比利时,剧情|战争,布兰科·德约里奇|雷内·比托拉亚茨|菲利普·索瓦戈维奇|乔治斯·西蒂斯|凯特琳·卡特利吉|穆斯塔法·纳达雷维奇|Uros Furst|西蒙·卡洛|Primoz Petkovsek|Gordon Wilson|阿兰·埃洛伊|Ales Valic|塞尔日-亨利·瓦尔克|博格丹·迪克利奇|Zvone Hribar|马林科·普拉加|塔尼亚·利比奇|Djuro Utjesanovic|Boro Stjepanovic,19,8.6,33575
暴雨将至,1994-09-01,马其顿|法国|英国,剧情|战争,格莱戈尔·科林|Dzemail Maksut|拉宾娜·米特威斯卡|米莉察·斯托扬诺娃|彼得·米尔切夫斯基|拉德·舍博德兹加|Katerina Kocevska|凯特琳·卡特利吉|Abdurrahman Shala|Daniel Newman|菲丽达·劳|Ljupcho Todorovski|Peter Needham|Aleksandar Mikic|梅托·约瓦诺夫斯基|Silvija Stojanovska|Jordan Vitanov|杰伊·维利尔斯,18,8.6,30237
雨月物语,1953-03-26,日本,剧情|战争|奇幻,京町子|水户光子|田中绢代|森雅之|小泽荣太郎|青山杉作|罗门光三郎|香川良介|上田吉二郎|南部彰三|毛利菊枝|光冈龙三郎|Ichirô Amano|尾上荣五郎|伊达三郎|横山文彦|Ichisaburo Sawamura|Koji Murata|堀北幸夫|清水明|小柳圭子|近江辉子,22,8.6,29736
上甘岭,1956-12-01,中国大陆,战争|剧情,高保成|徐林格|张亮|刘玉茹|刘磊|李树楷|田烈|张凤翔|白英宽|张健佑|张巨光|王枫|王春英|周森冠,14,8.4,19718
自己去看,1985-07-09,苏联,剧情|战争,阿列克谢·克拉夫琴科|奥尔加·米罗诺娃|柳博米拉斯·劳恰维丘斯|佛拉德斯·巴格多纳斯|维克托·洛伦茨|亚历山大·别尔达|彼得·梅尔库里耶夫|阿纳托利·斯利夫尼科夫|斯维特拉娜·泽连科夫斯卡娅|亚历山德拉·拉文斯基,10,8.7,19400
瓦尔特保卫萨拉热窝,1972-11-30,南斯拉夫,战争,韦利米尔·巴塔·日沃伊诺维奇|拉德·马尔科维奇|留比沙·萨马季奇|娜达·斯帕索耶维奇|D·保江尼奇·吉德拉|斯洛博丹·迪米特里耶维奇|汉约·哈塞|埃米尔·库斯图里卡|毕鉴昌|Rolf Römer,10,8.8,16042
猎鹿人,1978-12-08,美国,剧情|战争,罗伯特·德尼罗|约翰·凯泽尔|约翰·萨维奇|克里斯托弗·沃肯|梅丽尔·斯特里普|乔治·杜兹达扎|查克·阿斯佩格伦|雪莉·斯托勒|拉特安亚·阿尔达|玛迪·卡普兰|艾米·莱特|理查德·库斯|乔·格里法西|Victoria Karnafel|詹姆斯·卡尔|Michael Santiago,16,8.3,40962
收件人不详,2001-06-02,韩国,剧情|战争,杨东根|金永敏|方银振|明桂南|曹在显|孙敏锡|吴正世|潘敏静|权南熙|Mitch Malem,10,8.3,35533
地雷战,1963,中国大陆,剧情|战争,白大钧|吴健海|张长瑞|张杰|张汉英|杨雅琴|鲁在蕴|贾士纮|田芝侠|隋鸿祺|林华亭|王玉尧|牟长令|董元夫|徐福昌,15,8.1,41792
希特勒的男孩,2004-12-25,德国,剧情|运动|战争,马克思·雷迈特|汤姆·希林|乔纳斯·杰格梅尔|大卫·史崔梭德|马丁·格雷斯|莱昂·A·科斯滕|弗洛里安·斯泰特|尤沃钦·毕斯梅尔|迈克尔·施内克|尤斯图斯·冯·多赫纳尼|克劳迪亚·米歇尔森|朱莉·恩格尔布雷希特|约翰内斯·齐尔纳|杰拉德·亚历山大·海德|Sissy Höfferer|迈克尔·贝兰|林茨·冯·约翰斯顿,17,8.2,31878
特写,1990-02-01,伊朗,犯罪|剧情,莫森·玛克玛尔巴夫|阿巴斯·基亚罗斯塔米,2,8.9,23315
法外之徒,1964-07-29,法国,犯罪|剧情,安娜·卡里娜|达妮埃尔·吉拉尔|路易莎·科尔佩恩|尚塔尔·达尔热|萨米·弗雷|克洛德·布拉瑟|让-克洛德·勒莫勒|米歇尔·德拉海耶|让-吕克·戈达尔|克洛德·马科夫斯基,10,8.6,33968
布朗克斯的故事,1993-09-09,美国,犯罪|剧情,罗伯特·德尼罗|查兹·帕尔明特瑞|李洛·布兰卡托|弗朗西斯·卡普拉|泰罗尔·希克斯|凯瑟琳·纳杜奇|乔·佩西|Thomas Mikal Ford|理查德·德多梅尼科|Sobe Bailey|多米尼克·隆巴多兹|尼基·布莱尔|加里·帕斯托雷|Frank Conti|Chris Antley|Nina Sonja Peterson|Richard Migliore|Damian Bailey|威廉·德莫奥|约翰·霍伊特|布拉德·雅各布维茨,21,8.8,23037
天国与地狱,1963-03-01,日本,剧情|犯罪,三船敏郎|仲代达矢|香川京子|三桥达也|木村功|石山健二郎|加藤武|志村乔|田崎润|中村伸郎|伊藤雄之助|山崎努|千秋实|东野英治郎|清水将夫|佐田丰|岛津雅彦|江木俊夫|三井弘次|山茶花究|藤田进|藤原釜足|土屋嘉男|北村和夫|清水元|名古屋章|浜村纯|织田政雄|西村晃|田岛义文|大村千吉|加藤和夫|泽村伊纪雄|菅井琴|山本清|儿玉谦次|伊藤实|野村浩三|熊仓一雄|宇南山宏,40,8.8,20140
美国田园下的罪恶,2007-01-19,美国,犯罪|剧情,艾利奥特·佩吉|哈蕾·麦克法兰|尼克·瑟西|罗密·罗斯蒙特|凯瑟琳·基纳|艾莉·葛瑞那|丝柯·泰勒-考普顿|布莱德利·惠特福德|詹姆斯·弗兰科|特里斯坦·贾里德|汉娜·莱|迈克尔·奥吉弗|卡莉·威斯特曼|帕特里夏·普莱斯|Isabel Shaw|加里·西弗斯|杰瑞米·桑普特|埃文·彼得斯|钱宁·尼科尔斯|Kuma|斯科特·伊斯特伍德|威尔·卡特|迈克·韦尔奇|布莱恩·格拉格提|爱德华多·詹姆斯·盖奇,25,8.3,43360
华尔街,1987-12-11,美国,犯罪|剧情,查理·辛|迈克尔·道格拉斯|达丽尔·汉纳|塔马拉·图尼|约翰·C·麦金雷|詹姆斯·斯派德|马丁·辛|帕特里克·威瑟斯|塞西莉亚·派克|保罗·吉尔福伊尔|格兰特·肖德|绍尔·鲁宾内克|西恩·斯通|西尔维娅·迈尔斯|理查德·戴萨特|米莉·佩金斯|唐尼凯尔|肖恩·杨|特伦斯·斯坦普|劳伦·汤姆|肯·利佩尔|奥利佛·斯通|富兰克林·科弗|哈尔·霍尔布鲁克|詹姆斯·凯伦|乔什·莫斯特尔|安·塔尔曼|安德莉娅·汤普森,28,8.2,57710
虎豹小霸王,1969-10-10,美国,冒险|犯罪|剧情|西部,保罗·纽曼|罗伯特·雷德福|凯瑟琳·罗斯|斯特罗瑟·马丁|Jody Gilbert|唐纳利·罗德|蒂莫西·斯科特|唐·基弗|Pancho Córdova|Nelson Olmsted|保罗·布亚尔|Charles Akins|Eric Sinclair|肯尼思·马尔斯|泰德·卡西迪|亨瑞·琼斯|克萝丽丝·利奇曼|山姆·埃利奥特|瑟顿·婼玛|乔治·菲尔特|杰夫·科里,21,8.6,22492
赴汤蹈火,2016-05-16,美国,剧情|犯罪|西部,克里斯·派恩|本·福斯特|杰夫·布里吉斯|凯蒂·米克松|凯文·兰金|戴尔·迪奇|吉尔·伯明翰|马琳·爱尔兰|梅勒妮·帕帕拉|迪兰·科宁|巴克·泰勒|安伯·明迪桑德|海蒂·索兹蒙|约翰-保罗·霍华德|梅丽萨洛艾莉丝|泰勒·谢里丹|洛拉·玛汀内斯-康宁安|杰克莫·巴泽尔|特里·戴尔·帕克斯,19,8.1,70782
小委托人,2019-05-22,韩国,剧情|犯罪,李东辉|柳善|高素熙|徐正妍|元贤俊|崔明彬|李柱原|李娜拉|郑浚远|李玄均|李智勋|李路云|李春|郑熙泰|姜智贤|朴周焕|申惠贞|金·约瑟夫|李真胜|孙知怜|韩东熙,21,8.1,63408
美好的世界,2020-09-10,日本,剧情|犯罪,役所广司|仲野太贺|长泽雅美|桥爪功|梶芽衣子|六角精儿|北村有起哉|白龙|木村绿子|安田成美|槙田雄司|松泽匠|田村健太郎|三浦透子|松浦慎一郎|白鸟玉季|松角洋平|奥野瑛太|高桥周平|松浦祐也|松冈依都美|内村遥|康巢恩|諫早幸作|井上肇|樱木梨奈|山田真步,27,8.3,33777
奏鸣曲,1993-09-10,日本,剧情|犯罪,北野武|国舞亚矢|渡边哲|胜村政信|寺岛进|大杉涟|森下能幸|津田宽治|木下凤华|克里斯·布里顿|水森コウ太|逗子とんぼ|矢岛健一,13,8.4,27833
猜火车2,2017-01-27,英国,剧情|犯罪,伊万·麦克格雷格|约翰尼·李·米勒|罗伯特·卡莱尔|艾文·布莱纳|雪莉·亨德森|安杰拉·奈迪亚科娃|史蒂文·罗伯特森|戈登·肯尼迪|西蒙·韦尔|詹姆斯·科兹莫|梁佩诗|阿塔·雅谷伯|埃文·威尔什|凯莉·麦克唐纳|艾琳·尼古拉斯|凯文·麦克基德|艾米·曼森|波林·林奇|特丽莎·达斯科娃|斯考特·格瑞南|约翰·贝尔|伊莱亚·沃尔夫|宝琳·特纳,23,8.0,88136
煤气灯下,1944-05-11,美国,剧情|犯罪|黑色电影,查尔斯·博耶|英格丽·褒曼|约瑟夫·科顿|梅·惠蒂|安吉拉·兰斯伯瑞|芭芭拉·埃弗里斯特|Emil Rameau|埃德蒙·布雷翁|哈利韦尔·霍布斯|Tom Stevenson|希瑟·撒切尔|Lawrence Grossmith|Jakob Gimpel|泰瑞·摩尔|Joseph North|Clive Morgan|Charles McNaughton|Jack Kirk|乔吉·努克斯|Syd Saylor|Joseph Romantini|Morgan Wallace|Phyllis Yuse|Eric Wilton|Guy Zanette|Eustace Wyatt|吉布森·格沃兰德|Bobby Hale|盖里·格瑞|Joy Harington|李奥纳多·凯瑞|Roger Gray|Harry Adams|Wilson Benge|莫德·费里|Al Ferguson|Frank Eldredge|Alec Craig|莉莲·布朗森|Arthur Blake|Helen Flint,41,8.5,23038
非常突然,1998-05-28,中国香港,犯罪|剧情,任达华|刘青云|蒙嘉慧|黄卓玲|许绍雄|林雪|周艺明|林伟光|黄志荣|佐滕佳次|元彬|黄浩然|肥伯,13,8.0,43345
追捕,1976-02-11,日本,剧情|动作|犯罪,高仓健|原田芳雄|西村晃|中野良子|田中邦卫|倍赏美津子|童自荣|邱岳峰|丁建华|毕克|池部良|大泷秀治|尚华|于鼎|杨成纯|严崇德,16,8.3,30060
绿头苍蝇,2009-04-16,韩国,犯罪|剧情,金花雨|梁益准|李成延|朴正顺|李胜妍|吴正世|崔勇珉|孙承贤|尹承勋|吉海妍|李焕|朴炳垠|郑满植|郑仁基|郑惠媛,15,8.3,28645
白日之下,2024-04-12,中国香港,剧情|犯罪,姜大卫|余香凝|林保怡|梁仲恒|陈湛文|周汉宁|梁雍婷|龚慈恩|宝珮如|朱柏谦|朱栢康|许月湘|胡枫|鲍起静|高翰文|彭杏英|罗浩铭|谭玉瑛|吴浣仪|刘沛蘅|梁天尺,21,7.9,52642
南国再见，南国,1996-05-13,中国台湾,犯罪|剧情,高捷|林强|伊能静|徐贵樱|高明|雷鸣|喜翔|李天禄|魏筱惠|陈信义,10,8.1,22798
与犯罪的战争：坏家伙的全盛时代,2012-02-02,韩国,剧情|犯罪,崔岷植|河正宇|赵震雄|马东锡|金英善|金惠恩|郭度沅|金成畇|刘在明|尹钟彬|朴炳垠|李熙俊|金弘波|申怡濬|金敏载|高圭弼|金钟秀|金钟求|权南熙|卢泰烨|金瑞庆|郑载宪|刘尚宰|姜贤重|金宰荣|郭英申|朴仁秀|成洛京,28,7.9,78571
大象,2003-05-18,美国,犯罪|剧情,阿里克斯·弗罗斯特|约翰·罗宾森|埃里克·德伦|伊里斯·麦康利|克里斯汀·希克斯|本尼·迪克森|蒂姆斯·伯特姆斯|内森·泰森|艾丽西亚·迈尔斯|布里塔尼·蒙顿|妮可儿·乔治|乔丹·泰勒|马特·马洛伊|卡莉·芬克利|Ray Monge,15,7.9,75477
缺席的人,2001-10-26,美国|英国,剧情|犯罪,比利·鲍伯·松顿|弗兰西斯·麦克多蒙德|迈克尔·巴达鲁科|詹姆斯·甘多菲尼|凯瑟琳·博罗维茨|乔·鲍里托|斯嘉丽·约翰逊|理查德·詹金斯|托尼·夏尔赫布|布莱恩·黑利|杰克·麦吉|格雷格·宾克利|阿兰·弗吉|利利安·查维|亚当·亚里克斯-马里|特德·鲁尼|亚布拉哈姆·本鲁比|Christian Ferratti|Rhoda Gemignani|布鲁克·史密斯|尼古拉斯·拉尼尔|汤姆·达尔格伦|布思·科尔曼|克里斯托弗·麦克唐纳|George Ives|德文·科尔·博里索夫|Mary Bogue|戈登·哈特|Leonard Crofoot|Audrey K. Baranishyn|Craig Berenson|琼·布莱尔|杰弗里·古尔德|菲尔霍恩|约翰·迈克尔·辛吉斯|詹妮弗·杰森·李|彼得·舒鲁姆|Max Thayer|丹·马丁,39,8.2,28655
美国黑帮,2007-11-02,美国|英国,犯罪|剧情,丹泽尔·华盛顿|罗素·克劳|切瓦特·埃加福|乔什·布洛林|里玛莉·娜妲|泰德·拉文|罗杰·格午埃文·史密斯|约翰·浩克斯|罗伯特·菲茨杰拉德·迪格斯|尤尔·瓦斯克斯|露比·迪|鲁本·桑地亚哥-哈德森|卡拉·古奇诺|诺曼·瑞杜斯|伊德瑞斯·艾尔巴|小库珀·古丁|T.I.|科曼|卡迪·斯特瑞兰德|阿曼德·阿桑特|罗杰·巴特|约翰·奥提兹|乔·莫顿|乔·鲍里托|里克·扬|凯文·考利甘|克兰伦斯·威廉姆斯三世|约翰·塞纳迭姆博|阿尔·桑托斯|里特奇·科斯特|乔伊·克莱恩|西康·塞布罗|Racheline Maltese|约瑟夫·费兰特|汤姆·奥洛克|Myo Campbell|Tacuma Vanterpool|尼克·波托兰宁|Anthony L. Gurino|罗伯特·富纳罗|Nicholas Mastromarco|杰森·弗拉尼|汉密尔顿·克兰西|丹尼尔·希尔特|泰森·豪尔|Germir Robinson|Ray Wineteer|伊斯梅尔·彼得·卡西利亚斯三世|埃迪·鲁斯|Anthony Hamilton|Enrique Sebastian Rivas|Julian Walker|Michael Den Dekker|Michelle Joan Papillion|塞德里克·桑德斯|阿蒂夫·拉尼尔|Philippe Vonlanthen|莫尼克·杜普里|查克·库珀|Ernest Dancy|Peter Defeo|加文·格雷泽|Arthur Mercante|克里斯·丹尼齐奥|Vincent James Russo|Craig Weintraub|克里斯·麦金尼|Tommy Guiffre|Daniel R Cooper|山姆·弗瑞德|乔恩·德弗里斯,71,7.9,57457
扒手,1959-12-16,法国,剧情|犯罪,马丁·拉萨尔|玛莉卡·格林|Jean Pélégri|Dolly Scal|皮埃尔·埃泰|多米尼克·扎尔迪,6,8.3,22713
男孩A,2007-09-08,英国,剧情|犯罪,安德鲁·加菲尔德|彼得·穆兰|希欧布罕·芬内朗|斯凯·班尼特|马德琳·拉基克-普拉特|约瑟夫·阿尔京|杰里米·斯威夫特|肖恩·埃文斯|凯蒂·里昂丝|James Young|安东尼·刘易斯|蒂莉·沃斯堡|史蒂文·佩西|杰瑞德·加菲尔德|Victoria Brazier,15,8.2,26034
怒火青春,1995-05-31,法国,犯罪|剧情,文森特·卡塞尔|哈勃·孔黛|萨伊德·塔格马奥|伯努瓦·马吉梅尔|爱德华·蒙多特|菲里希黛·乌瓦希|弗朗索瓦·勒凡托|嘉莲·维雅|彼德·卡索维茨|克里斯朵夫·罗西尼翁|文森特·林顿|马修·卡索维茨|安德烈·达芒|卡里姆·贝尔克德拉|马克·迪莱特|菲利普·纳翁|齐达内·苏阿内|帕特里克·梅迪奥尼|Héloïse Rauth|Cut Killer,20,8.3,21977
三大队,2023-12-15,中国大陆,剧情|犯罪,张译|李晨|魏晨|曹炳琨|王骁|张子贤|杨新鸣|陈创|黄璐|艾丽娅|张新成|高叶|张本煜|王雨甜|王双宝|张祎曈|冯兵|董向荣|李妍锡|徐冬冬|马千壹|陈昊|张磊|宁晓志|刘頔|郜玄铭|黄婷|盛梓航|韩静 |赖维佳,30,7.6,476211
